t[s],T[K],CH4,C2H6,C2H4,C2H2,H2,Others,carbon_yield[-]
0.00150731,2673.15,0.000203504,2.50422E-09,6.28386E-05,0.2129292,0.7184448,0.059043477,3.14191E-07
0.002248653,2673.15,0.000201754,2.48345E-09,6.28366E-05,0.2129282,0.7184519,0.059039158,1.64055E-06
0.003354606,2673.15,0.000201601,2.48162E-09,6.28352E-05,0.2129219,0.7184595,0.059038001,7.2746E-06
0.005004494,2673.15,0.000201582,2.48137E-09,6.28334E-05,0.2129129,0.7184698,0.059036699,2.62168E-05
0.007465837,2673.15,0.000201571,2.48119E-09,6.2831E-05,0.2129007,0.7184836,0.059035084,7.43427E-05
0.011137731,2673.15,0.000201563,2.48102E-09,6.28278E-05,0.212884,0.7185025,0.059032854,0.000166044
0.016615552,2673.15,0.000201555,2.48084E-09,6.28232E-05,0.2128605,0.7185291,0.059029709,0.000306766
0.024787501,2673.15,0.000201543,2.48057E-09,6.28164E-05,0.2128261,0.7185679,0.059025242,0.000507711
0.036978617,2673.15,0.000201527,2.48018E-09,6.28064E-05,0.2127751,0.7186257,0.059018341,0.000801263
0.055165624,2673.15,0.000201502,2.47959E-09,6.27915E-05,0.2126991,0.7187117,0.059008193,0.001237648
0.08229745,2673.15,0.000201465,2.47872E-09,6.27692E-05,0.2125859,0.7188396,0.058993273,0.001887187
0.122773379,2673.15,0.00020141,2.47742E-09,6.27361E-05,0.2124176,0.7190299,0.058970945,0.002852613
0.183156369,2673.15,0.000201328,2.47548E-09,6.2687E-05,0.2121678,0.7193123,0.058937858,0.004285087
0.273237204,2673.15,0.000201206,2.47261E-09,6.2614E-05,0.2117979,0.7197304,0.058888938,0.006404897
0.40762202,2673.15,0.000201026,2.46836E-09,6.25061E-05,0.2112521,0.7203471,0.058816978,0.009529633
0.608100607,2673.15,0.000200759,2.4621E-09,6.23472E-05,0.2104507,0.7212518,0.058712127,0.014109784
0.907179514,2673.15,0.000200367,2.45293E-09,6.21144E-05,0.2092831,0.7225687,0.058560578,0.020767827
1.353352815,2673.15,0.000199794,2.4396E-09,6.17765E-05,0.2076003,0.724464,0.058344858,0.030332435
2.018965163,2673.15,0.000198967,2.42046E-09,6.12917E-05,0.2052107,0.7271499,0.058044025,0.043850202
3.011942105,2673.15,0.000197786,2.3934E-09,6.06077E-05,0.2018869,0.7308755,0.057636001,0.062530537
4.49328963,2673.15,0.000196135,2.35603E-09,5.96647E-05,0.1973906,0.7358965,0.057103027,0.087577859
6.703200454,2673.15,0.000193887,2.3059E-09,5.84019E-05,0.1915149,0.7424259,0.056438763,0.119932445
10,2673.15,0.000190923,2.24105E-09,5.67707E-05,0.1841497,0.7505609,0.055656111,0.159905158
