t[s],T[K],CH4,C2H6,C2H4,C2H2,H2,Others,carbon_yield[-]
1.24E-05,1473.15,0.970487,0.01031936,2.59946E-05,5.98237E-09,2.90378E-05,0.000186322,7.65037E-97
1.85E-05,1473.15,0.9704232,0.01025864,5.02777E-05,1.82836E-08,5.52875E-05,0.000261466,3.68108E-94
2.76E-05,1473.15,0.9703291,0.01017147,9.74792E-05,5.78947E-08,0.000106217,0.000346266,5.97039E-93
4.12E-05,1473.15,0.9701954,0.01005308,0.000184103,1.82137E-07,0.000200034,0.000420141,1.66724E-91
6.14E-05,1473.15,0.9700092,0.009896315,0.000329482,5.4349E-07,0.000358582,0.000461988,9.89472E-88
9.16E-05,1473.15,0.9697464,0.009682535,0.000552823,1.49525E-06,0.00060433,0.000472907,0
0.000136721,1473.15,0.9693696,0.009381637,0.000876546,3.79985E-06,0.000964903,0.000470224,1.32803E-76
0.000203974,1473.15,0.9688321,0.008959211,0.001330654,9.0475E-06,0.001479964,0.000464533,2.36128E-71
0.000304304,1473.15,0.9680786,0.008380425,0.001948255,2.04694E-05,0.002200268,0.000459703,8.62132E-68
0.000453979,1473.15,0.9670479,0.007616641,0.002753814,4.43018E-05,0.003181591,0.000459892,1.46015E-65
0.000677267,1473.15,0.9656804,0.00665973,0.003744883,9.17893E-05,0.004475296,0.000473282,7.43122E-61
0.001010373,1473.15,0.9639268,0.005541308,0.004870204,0.000181535,0.006118111,0.000513642,2.39818E-56
0.00150731,1473.15,0.9617459,0.004347078,0.006015881,0.000341317,0.008130573,0.000601651,2.43447E-52
0.002248653,1473.15,0.9590749,0.003208648,0.007020922,0.000608013,0.01054114,0.000763587,6.22806E-49
0.003354606,1473.15,0.9557667,0.002265448,0.007728584,0.001025392,0.01344204,0.001028016,1.97387E-44
0.005004494,1473.15,0.9515037,0.0016097,0.008051858,0.001640389,0.01706728,0.001428373,8.79781E-39
0.007465837,1473.15,0.9457025,0.001245663,0.00801394,0.002497527,0.02188692,0.00201075,1.85048E-33
0.011137731,1473.15,0.9373659,0.001094336,0.007751094,0.003634126,0.02874863,0.002838424,3.80577E-28
0.016615552,1473.15,0.9247904,0.001054481,0.007496963,0.005093713,0.03913004,0.003974973,5.16467E-23
0.024787501,1473.15,0.9048809,0.001074025,0.007564639,0.006977215,0.05568945,0.005518961,2.66523E-17
0.036978617,1473.15,0.8711035,0.001161615,0.008428158,0.009605292,0.08390196,0.007775695,4.79376E-10
0.055165624,1473.15,0.809678,0.001167877,0.0106312,0.0140967,0.1357882,0.011111363,0.001442059
0.08229745,1473.15,0.7199878,0.000924647,0.01157379,0.02066198,0.2156795,0.014418153,0.015575829
0.122773379,1473.15,0.6086551,0.000669819,0.01158862,0.02696461,0.3201207,0.016238621,0.055269061
0.183156369,1473.15,0.4893085,0.000455886,0.01125837,0.03129332,0.4376114,0.015408214,0.132685262
0.273237204,1473.15,0.3781307,0.000299447,0.01083773,0.03335746,0.5509783,0.012778563,0.238777996
0.40762202,1473.15,0.2864133,0.000198503,0.01034591,0.03327428,0.6472229,0.009799307,0.352893163
0.608100607,1473.15,0.2180641,0.000138457,0.009662119,0.03132063,0.7214776,0.007243994,0.45875148
0.907179514,1473.15,0.1714498,0.000103097,0.008724106,0.02803448,0.7747228,0.005319667,0.547334273
1.353352815,1473.15,0.1418932,8.08882E-05,0.00761773,0.02415185,0.8109402,0.003955712,0.616169928
2.018965163,1473.15,0.1238967,6.5656E-05,0.006514765,0.02039132,0.8349509,0.002996429,0.667234556
3.011942105,1473.15,0.1128369,5.46422E-05,0.005554279,0.01720223,0.8509771,0.002300819,0.704438277
4.49328963,1473.15,0.105643,4.65304E-05,0.004784642,0.01469614,0.8620515,0.001777118,0.731731433
6.703200454,1473.15,0.1005612,4.04944E-05,0.004188352,0.01278015,0.8701041,0.001376744,0.752218302
10,1473.15,0.09661589,3.59246E-05,0.003726026,0.01130739,0.8763329,0.001073309,0.768122084
