t[s],T[K],CH4,C2H6,C2H4,C2H2,H2,Others,carbon_yield[-]
6.14E-05,1373.15,0.9705077,0.01033706,4.49181E-05,1.12555E-08,4.67019E-05,0.000110979,0
9.16E-05,1373.15,0.9704527,0.01028376,8.6449E-05,3.59869E-08,8.96389E-05,0.000135806,0
0.000136721,1373.15,0.9703719,0.0102068,0.000157342,1.09201E-07,0.00016311,0.000150618,0
0.000203974,1373.15,0.970254,0.01009573,0.000268256,3.05744E-07,0.000278467,0.000155281,5.01022E-84
0.000304304,1373.15,0.9700816,0.009934362,0.000432673,7.90534E-07,0.000450326,0.000155429,2.1056E-78
0.000453979,1373.15,0.9698309,0.009700912,0.000670524,1.92134E-06,0.000700793,0.000154689,9.36938E-74
0.000677267,1373.15,0.9694702,0.009367642,0.001008638,4.46106E-06,0.001060871,0.000154458,1.15213E-69
0.001010373,1373.15,0.9689598,0.008901492,0.001478426,9.98853E-06,0.001569888,0.000155855,1.04957E-66
0.00150731,1373.15,0.9682536,0.008268186,0.002110161,2.16327E-05,0.002272934,0.000161526,7.83553E-65
0.002248653,1373.15,0.9673057,0.007442077,0.002921087,4.52643E-05,0.003214234,0.000176348,2.87429E-62
0.003354606,1373.15,0.9660804,0.006422395,0.003896635,9.11154E-05,0.004425958,0.000209297,8.68715E-57
0.005004494,1373.15,0.9645629,0.005252192,0.004969665,0.00017544,0.005916399,0.000274474,5.56948E-52
0.007465837,1373.15,0.9627569,0.004026961,0.006013648,0.000321238,0.007670018,0.000390865,7.72869E-49
0.011137731,1373.15,0.9606573,0.00288009,0.006865052,0.000557272,0.00967142,0.000579246,3.28593E-46
0.016615552,1373.15,0.9581934,0.001941025,0.007377877,0.00091529,0.0119568,0.000858528,5.36226E-41
0.024787501,1373.15,0.9551657,0.001286577,0.007480906,0.001425816,0.01467475,0.001244701,8.00002E-36
0.036978617,1373.15,0.9511995,0.000914655,0.007200432,0.002109706,0.0181382,0.001757677,4.6199E-31
0.055165624,1373.15,0.9456893,0.00075381,0.006651515,0.002962675,0.02288906,0.0024268,3.64142E-26
0.08229745,1373.15,0.937624,0.000712879,0.006035046,0.003944955,0.02984442,0.00328366,2.60223E-21
0.122773379,1373.15,0.9250661,0.000742722,0.005657748,0.005007632,0.04068346,0.004391328,6.10932E-15
0.183156369,1373.15,0.9037915,0.000835116,0.005986689,0.006232913,0.05890765,0.005961902,3.29196E-07
0.273237204,1373.15,0.8656267,0.00088294,0.007380011,0.008191453,0.09171802,0.008218076,0.001531832
0.40762202,1373.15,0.8037294,0.000813646,0.009091158,0.01143305,0.1466077,0.010855956,0.010482455
0.608100607,1373.15,0.7165156,0.00067368,0.01071703,0.01532323,0.2270079,0.01304508,0.035997523
0.907179514,1373.15,0.6114469,0.000525718,0.01235188,0.01859942,0.3274431,0.013845952,0.086873622
1.353352815,1373.15,0.5052907,0.000404922,0.01367559,0.02030382,0.4322744,0.013222988,0.160728134
2.018965163,1373.15,0.414602,0.000325062,0.01415695,0.02002281,0.5251401,0.011759498,0.245551462
3.011942105,1373.15,0.3464883,0.000273184,0.01357294,0.01818118,0.5981319,0.009998576,0.328672258
4.49328963,1373.15,0.2993228,0.000233598,0.01220402,0.01560353,0.6514557,0.008281382,0.401625884
6.703200454,1373.15,0.2675529,0.000199811,0.01054927,0.01300678,0.6893433,0.006764669,0.461440818
10,1373.15,0.2455792,0.000171086,0.008987633,0.01077692,0.7166346,0.005491351,0.509076216
