t[s],T[K],CH4,C2H6,C2H4,C2H2,H2,Others,carbon_yield[-]
0.011137731,2473.15,0.000453229,9.1177E-09,0.000128328,0.2163841,0.7394321,0.034165789,0.002145791
0.016615552,2473.15,0.000453164,9.11455E-09,0.000128278,0.2162571,0.7395771,0.034147583,0.002858604
0.024787501,2473.15,0.000453068,9.10987E-09,0.000128204,0.2160683,0.7397926,0.034120577,0.003916593
0.036978617,2473.15,0.000452924,9.1029E-09,0.000128093,0.2157883,0.7401122,0.034080522,0.005485206
0.055165624,2473.15,0.00045271,9.09257E-09,0.000127928,0.2153741,0.7405848,0.034021454,0.007803635
0.08229745,2473.15,0.000452393,9.07728E-09,0.000127686,0.2147639,0.7412808,0.033934673,0.011215723
0.122773379,2473.15,0.000451923,9.05477E-09,0.000127329,0.2138701,0.7422994,0.033808445,0.016204832
0.183156369,2473.15,0.00045123,9.0218E-09,0.000126808,0.2125722,0.743777,0.033626692,0.023432023
0.273237204,2473.15,0.000450215,8.97395E-09,0.000126055,0.2107102,0.7458937,0.033369087,0.033763774
0.40762202,2473.15,0.00044874,8.90533E-09,0.00012498,0.2080838,0.7488732,0.033011968,0.048265205
0.608100607,2473.15,0.000446623,8.80861E-09,0.000123477,0.2044628,0.7529694,0.032531381,0.068122047
0.907179514,2473.15,0.00044364,8.67537E-09,0.000121423,0.1996166,0.7584307,0.031909346,0.094455366
1.353352815,2473.15,0.000439536,8.4971E-09,0.000118705,0.1933612,0.7654456,0.031141357,0.128046325
2.018965163,2473.15,0.000434067,8.26713E-09,0.000115239,0.1856274,0.7740666,0.03024437,0.168973215
3.011942105,2473.15,0.000427046,7.98246E-09,0.000111001,0.1764995,0.7841706,0.029257721,0.216452617
4.49328963,2473.15,0.000418401,7.64521E-09,0.000106038,0.1662176,0.7954636,0.028236025,0.268910927
6.703200454,2473.15,0.000408194,7.26275E-09,0.000100468,0.1551379,0.8075331,0.027236325,0.324283242
10,2473.15,0.000396609,6.84608E-09,9.44563E-05,0.1436509,0.8199421,0.026305727,0.380486954
