t[s],T[K],CH4,C2H6,C2H4,C2H2,H2,Others,carbon_yield[-]
0,1973.15,0.968277,0.010412,0,0,0,0.002402,0
1.01E-08,1973.15,0.9705522,0.01038986,6.41271E-06,3.40177E-10,7.65123E-06,9.03257E-05,5.9122E-131
2.53E-08,1973.15,0.9704658,0.01031966,1.60496E-05,2.06118E-09,2.19534E-05,0.000224435,1.5317E-118
4.78E-08,1973.15,0.9703349,0.01021563,3.06239E-05,7.73613E-09,4.62532E-05,0.000422645,0
8.15E-08,1973.15,0.9701392,0.01006185,5.2673E-05,2.19665E-08,8.43197E-05,0.000715185,1.4274E-109
1.32E-07,1973.15,0.9698493,0.009835968,8.61568E-05,5.75265E-08,0.000142643,0.001143824,2.325E-104
2.07E-07,1973.15,0.9694233,0.00950712,0.000137223,1.44421E-07,0.000231329,0.001765694,3.48E-99
3.18E-07,1973.15,0.9688024,0.009035183,0.000215829,3.56143E-07,0.000367299,0.002653653,4.44924E-95
4.85E-07,1973.15,0.9679062,0.008373766,0.000338709,8.77259E-07,0.000579729,0.0038895,8.48578E-92
7.34E-07,1973.15,0.9666286,0.007483299,0.000534966,2.18672E-06,0.000921676,0.005537442,1.81291E-88
1.10E-06,1973.15,0.9648329,0.006364156,0.000856064,5.55825E-06,0.001493775,0.007581316,4.82199E-86
1.66E-06,1973.15,0.9623378,0.005112437,0.001390237,1.44319E-05,0.00248516,0.009825484,4.18638E-82
2.48E-06,1973.15,0.9588753,0.003953407,0.002272318,3.78975E-05,0.00421816,0.011845377,2.62705E-77
3.72E-06,1973.15,0.9539951,0.003143638,0.003669547,9.8443E-05,0.007156607,0.013181045,2.94286E-73
5.55E-06,1973.15,0.9469163,0.002749102,0.005744622,0.000246817,0.01188851,0.013750769,1.9672E-68
8.29E-06,1973.15,0.9363574,0.002600928,0.00864094,0.000589021,0.01923441,0.013946861,2.10848E-63
1.24E-05,1973.15,0.9202919,0.002528325,0.01249455,0.001336521,0.0305838,0.014248094,7.68278E-58
1.85E-05,1973.15,0.8954502,0.002482381,0.01739918,0.002898545,0.04839887,0.015036304,3.15537E-51
2.76E-05,1973.15,0.8564957,0.002451688,0.02327453,0.00605183,0.07692371,0.016766912,1.9727E-43
4.12E-05,1973.15,0.7952868,0.002386827,0.02956998,0.01225931,0.1229522,0.020003133,1.93314E-34
6.14E-05,1973.15,0.7022906,0.002180303,0.03470959,0.02409676,0.1951064,0.024868137,1.85042E-26
9.16E-05,1973.15,0.5750968,0.001719296,0.03558751,0.04462298,0.2973269,0.030054724,7.94898E-20
0.000136721,1973.15,0.430895,0.001095296,0.0294886,0.07339129,0.4172955,0.033644444,1.69687E-14
0.000203974,1973.15,0.2977619,0.000583304,0.01914483,0.103959,0.530899,0.034826946,1.94701E-09
0.000304304,1973.15,0.1915463,0.000275807,0.01038205,0.1299876,0.6235409,0.032557653,0.000766321
0.000453979,1973.15,0.1207072,0.000109047,0.0049282,0.1487134,0.6895816,0.025022413,0.036093026
0.000677267,1973.15,0.07453332,4.51551E-05,0.002661877,0.1612477,0.7321394,0.018944848,0.100192399
0.001010373,1973.15,0.04548166,1.82082E-05,0.001707033,0.1685302,0.7593709,0.014782479,0.151208115
0.00150731,1973.15,0.02793428,7.37872E-06,0.001326074,0.1720195,0.7764866,0.012303819,0.184734713
0.002248653,1973.15,0.01756594,3.1453E-06,0.001180112,0.1733396,0.7872077,0.010888089,0.206254979
0.003354606,1973.15,0.01151358,1.49444E-06,0.001123564,0.1734433,0.7941123,0.010050366,0.221262363
0.005004494,1973.15,0.008062344,8.43123E-07,0.001098979,0.1727373,0.798858,0.009519267,0.233261703
0.007465837,1973.15,0.00622187,5.85117E-07,0.001084358,0.1713157,0.8025255,0.009143343,0.244686151
0.011137731,1973.15,0.005382359,4.87402E-07,0.001070935,0.1690993,0.8059159,0.008825432,0.257586653
0.016615552,1973.15,0.005098344,4.55132E-07,0.001054644,0.1659206,0.8097232,0.008492672,0.273874607
0.024787501,1973.15,0.005032422,4.44331E-07,0.001033053,0.1615858,0.8145383,0.008090704,0.295212933
0.036978617,1973.15,0.005007626,4.36186E-07,0.001004539,0.1559294,0.8207318,0.007594411,0.322675779
0.055165624,1973.15,0.004975966,4.25772E-07,0.000968212,0.1488809,0.828419,0.007008238,0.356521096
0.08229745,1973.15,0.004928483,4.12234E-07,0.000924069,0.1405394,0.8374836,0.006358725,0.396071289
0.122773379,1973.15,0.004861696,3.95505E-07,0.000873138,0.1311932,0.8476005,0.005685858,0.439760383
0.183156369,1973.15,0.004774114,3.75934E-07,0.00081731,0.1212585,0.8583118,0.005031911,0.485505424
0.273237204,1973.15,0.004666727,3.54236E-07,0.000758927,0.1111833,0.8691331,0.004430931,0.531197719
0.40762202,1973.15,0.004542543,3.31291E-07,0.000700234,0.101348,0.8796599,0.003902544,0.575152743
0.608100607,1973.15,0.004405585,3.0795E-07,0.000643015,0.09201794,0.8896156,0.003452699,0.616283148
0.907179514,1973.15,0.004259846,2.84885E-07,0.000588445,0.08333825,0.8988539,0.003077626,0.654073205
1.353352815,1973.15,0.004108751,2.62566E-07,0.000537178,0.07536392,0.9073243,0.002768799,0.688407983
2.018965163,1973.15,0.003954945,2.4128E-07,0.00048948,0.06809084,0.9150379,0.00251625,0.719416612
3.011942105,1973.15,0.0038004,2.21183E-07,0.000445379,0.06148407,0.9220373,0.002310197,0.747342099
4.49328963,1973.15,0.003646438,2.02328E-07,0.000404739,0.05549099,0.9283822,0.002142227,0.772483074
6.703200454,1973.15,0.00349401,1.84722E-07,0.000367372,0.05005713,0.9341334,0.002005109,0.795128751
10,1973.15,0.003343799,1.68339E-07,0.000333063,0.04513001,0.9393486,0.001893025,0.815545754
