t[s],T[K],CH4,C2H6,C2H4,C2H2,H2,Others,carbon_yield[-]
0,2173.15,0.968277,0.010412,0,0,0,0.002402,0
1.01E-08,2173.15,0.9703195,0.01021837,4.01774E-05,9.04027E-09,5.14841E-05,0.000420679,1.7541E-121
2.53E-08,2173.15,0.9698741,0.009899478,9.94942E-05,5.60536E-08,0.000150022,0.00103401,1.7984E-112
4.78E-08,2173.15,0.9692103,0.009440819,0.000186665,2.00917E-07,0.000310617,0.001918598,2.8339E-107
8.15E-08,2173.15,0.9682473,0.008793882,0.000313327,5.83614E-07,0.000553522,0.003172885,1.6197E-101
1.32E-07,2173.15,0.966879,0.007907867,0.000494489,1.52918E-06,0.000911752,0.004906763,4.87766E-97
2.07E-07,2173.15,0.9649748,0.006748097,0.000749519,3.78579E-06,0.001438457,0.007213531,3.99493E-93
3.18E-07,2173.15,0.9623822,0.005333326,0.001104531,9.07213E-06,0.002220625,0.010112856,1.78738E-88
4.85E-07,2173.15,0.9589143,0.003788551,0.001599505,2.13189E-05,0.003410125,0.01347053,3.97757E-84
7.34E-07,2173.15,0.9542761,0.002373164,0.002308696,4.95003E-05,0.005285403,0.016959167,1.8676E-80
1.10E-06,2173.15,0.9478575,0.001399046,0.003386311,0.000114445,0.008357749,0.020190859,4.2972E-76
1.66E-06,2173.15,0.9383536,0.001012527,0.00514387,0.000266551,0.01355173,0.023044792,2.33039E-71
2.48E-06,2173.15,0.9232644,0.001063864,0.008141514,0.000633633,0.02255283,0.025816909,7.41994E-67
3.72E-06,2173.15,0.8982545,0.001292486,0.01321858,0.001544903,0.03847808,0.028853541,4.66615E-61
5.55E-06,2173.15,0.8562062,0.001531263,0.02121906,0.003812167,0.06688348,0.03228862,1.05048E-54
8.29E-06,2173.15,0.7865548,0.001674065,0.03194975,0.009227269,0.1165946,0.036469566,3.13634E-45
1.24E-05,2173.15,0.6776349,0.001628194,0.04239917,0.02112405,0.1984197,0.042160906,7.89278E-36
1.85E-05,2173.15,0.5274494,0.001330337,0.04610373,0.04419817,0.3169166,0.048722823,5.18244E-27
2.76E-05,2173.15,0.3612906,0.000839398,0.03763506,0.08053777,0.4541721,0.051904432,2.41491E-20
4.12E-05,2173.15,0.2225019,0.00040416,0.0216585,0.1216052,0.5726494,0.04908546,1.51727E-15
6.14E-05,2173.15,0.1292708,0.00016555,0.009344598,0.1549919,0.6523708,0.042838222,9.83851E-12
9.16E-05,2173.15,0.07290511,6.26732E-05,0.003641666,0.1784228,0.6989937,0.035608951,3.62138E-08
0.000136721,2173.15,0.04068567,2.25152E-05,0.001532166,0.1940469,0.7248572,0.028861222,5.63338E-05
0.000203974,2173.15,0.02334122,7.88553E-06,0.000808092,0.2029859,0.739284,0.02377886,0.003147756
0.000304304,2173.15,0.01399979,2.94033E-06,0.000572409,0.2073584,0.7474795,0.020902714,0.014244474
0.000453979,2173.15,0.008732749,1.18432E-06,0.00049218,0.209598,0.7522332,0.019320415,0.02514617
0.000677267,2173.15,0.005647028,5.2103E-07,0.000463386,0.2108374,0.7550606,0.01840438,0.031840764
0.001010373,2173.15,0.00380716,2.58044E-07,0.000452639,0.2115092,0.7568092,0.017855641,0.035805106
0.00150731,2173.15,0.002726914,1.50543E-07,0.000448464,0.2118031,0.7579453,0.017522054,0.038466533
0.002248653,2173.15,0.002135478,1.06532E-07,0.00044667,0.2118065,0.7587446,0.017318723,0.040664919
0.003354606,2173.15,0.001861818,8.97219E-08,0.000445648,0.211553,0.7594032,0.017190503,0.043009278
0.005004494,2173.15,0.001770648,8.4573E-08,0.000444721,0.2110442,0.7601035,0.017090771,0.046064942
0.007465837,2173.15,0.001753058,8.35157E-08,0.000443536,0.2102471,0.7610304,0.016977941,0.050415373
0.011137731,2173.15,0.001750823,8.32377E-08,0.000441834,0.2090752,0.7623598,0.016821484,0.056718016
0.016615552,2173.15,0.001749533,8.29393E-08,0.000439367,0.2073848,0.7642728,0.016598455,0.065776672
0.024787501,2173.15,0.001747551,8.25048E-08,0.00043583,0.2049847,0.7669843,0.016286651,0.078583845
0.036978617,2173.15,0.001744473,8.18783E-08,0.000430843,0.2016452,0.7707485,0.015861812,0.096300537
0.055165624,2173.15,0.001739714,8.09903E-08,0.000423978,0.1971288,0.7758239,0.015303411,0.120072573
0.08229745,2173.15,0.001732456,7.97609E-08,0.000414808,0.1912322,0.7824241,0.014601964,0.150790848
0.122773379,2173.15,0.001721686,7.81123E-08,0.000403009,0.183856,0.7906396,0.01376756,0.188723063
0.183156369,2173.15,0.001706338,7.5988E-08,0.000388478,0.1750648,0.8003743,0.012833138,0.233240435
0.273237204,2173.15,0.001685534,7.3372E-08,0.000371387,0.1650957,0.8113417,0.011849472,0.28284941
0.40762202,2173.15,0.001658861,7.03037E-08,0.000352218,0.1543337,0.8230998,0.010874487,0.335408244
0.608100607,2173.15,0.001626433,6.68651E-08,0.000331603,0.1431962,0.8351836,0.009956041,0.388763758
0.907179514,2173.15,0.001588841,6.31654E-08,0.000310225,0.1320674,0.8471762,0.009126436,0.441073779
1.353352815,2173.15,0.00154695,5.93166E-08,0.00028869,0.1212407,0.8587689,0.008400127,0.491045782
2.018965163,2173.15,0.001501684,5.54164E-08,0.000267466,0.1109077,0.8697682,0.007777992,0.537933029
3.011942105,2173.15,0.001453926,5.15441E-08,0.000246893,0.1011797,0.8800684,0.007253394,0.581385924
4.49328963,2173.15,0.001404403,4.7756E-08,0.000227178,0.09210008,0.8896364,0.006815153,0.621363828
6.703200454,2173.15,0.001353718,4.4092E-08,0.000208446,0.0836754,0.8984766,0.006451542,0.6579768
10,2173.15,0.001302354,4.05788E-08,0.00019076,0.07588941,0.906616,0.006151184,0.691416662
