t[s],T[K],CH4,C2H6,C2H4,C2H2,H2,Others,carbon_yield[-]
6.14E-05,2273.15,0.03975975,2.36064E-05,0.00166763,0.1925229,0.7191583,0.036882269,2.67098E-10
9.16E-05,2273.15,0.02242021,8.31318E-06,0.000741703,0.2035888,0.7327543,0.030714777,8.16576E-08
0.000136721,2273.15,0.01320962,3.05548E-06,0.000443861,0.2094795,0.7403301,0.026875776,1.5958E-05
0.000203974,2273.15,0.008132086,1.18889E-06,0.000343725,0.2124474,0.7449098,0.024570606,0.000629825
0.000304304,2273.15,0.005192979,4.97597E-07,0.000308459,0.2140775,0.747659,0.023203167,0.003646721
0.000453979,2273.15,0.003422658,2.2649E-07,0.000295367,0.2150632,0.749298,0.022384288,0.007705465
0.000677267,2273.15,0.002340356,1.1522E-07,0.000290322,0.2156699,0.750287,0.021889463,0.010758783
0.001010373,2273.15,0.001691219,6.83753E-08,0.000288339,0.2160158,0.7508972,0.021592491,0.012715814
0.00150731,2273.15,0.001329775,4.87738E-08,0.000287546,0.2161663,0.7512844,0.021421365,0.014011606
0.002248653,2273.15,0.001159672,4.11559E-08,0.000287195,0.2161634,0.7515506,0.021330369,0.015020137
0.003354606,2273.15,0.001102003,3.88009E-08,0.000286977,0.2160377,0.7517829,0.021281967,0.016049195
0.005004494,2273.15,0.001090777,3.83441E-08,0.00028675,0.2158049,0.7520655,0.021243154,0.017393514
0.007465837,2273.15,0.001089617,3.82775E-08,0.000286432,0.2154506,0.7524711,0.021192448,0.019342135
0.011137731,2273.15,0.001089245,3.82318E-08,0.000285963,0.2149272,0.7530677,0.021118771,0.022209016
0.016615552,2273.15,0.001088705,3.81649E-08,0.000285272,0.2141586,0.7539435,0.021010866,0.026413662
0.024787501,2273.15,0.001087897,3.80663E-08,0.00028426,0.2130381,0.755219,0.02085487,0.032530276
0.036978617,2273.15,0.001086689,3.7922E-08,0.000282792,0.2114223,0.7570563,0.020631994,0.041325538
0.055165624,2273.15,0.001084887,3.77127E-08,0.000280685,0.2091271,0.7596617,0.020319964,0.053767403
0.08229745,2273.15,0.001082211,3.74132E-08,0.000277716,0.2059331,0.763279,0.019894361,0.070981916
0.122773379,2273.15,0.001078275,3.69925E-08,0.000273625,0.2016086,0.7681614,0.01933379,0.094107998
0.183156369,2273.15,0.001072578,3.64161E-08,0.000268152,0.1959534,0.77452,0.018627683,0.124041865
0.273237204,2273.15,0.001064543,3.56515E-08,0.000261092,0.1888581,0.7824572,0.017783641,0.161117917
0.40762202,2273.15,0.001053593,3.46754E-08,0.000252351,0.1803556,0.7919111,0.016831524,0.204868
0.608100607,2273.15,0.001039302,3.34831E-08,0.000242006,0.170654,0.802625,0.015820888,0.25391939
0.907179514,2273.15,0.001021476,3.20897E-08,0.000230282,0.1600755,0.8142221,0.014807159,0.306396204
1.353352815,2273.15,0.001000208,3.05284E-08,0.000217518,0.1489998,0.8262734,0.013840149,0.360265005
2.018965163,2273.15,0.000975846,2.88443E-08,0.0002041,0.1377923,0.8383782,0.012955282,0.413710109
3.011942105,2273.15,0.00094886,2.70831E-08,0.000190383,0.1267434,0.8502275,0.012170969,0.465400231
4.49328963,2273.15,0.000919786,2.52882E-08,0.000176677,0.1160692,0.8615994,0.011492609,0.514439034
6.703200454,2273.15,0.000889136,2.34954E-08,0.00016322,0.1059081,0.8723589,0.010916307,0.560336376
10,2273.15,0.00085736,2.17329E-08,0.000150184,0.09633898,0.8824353,0.010433371,0.602888767
