t[s],T[K],CH4,C2H6,C2H4,C2H2,H2,Others,carbon_yield[-]
1.85E-05,1573.15,0.9696971,0.009642747,0.00030871,5.61494E-07,0.000361184,0.001050998,6.22363E-87
2.76E-05,1573.15,0.9693107,0.009368464,0.00055313,1.67729E-06,0.000650559,0.0011827,1.94353E-85
4.12E-05,1573.15,0.9687815,0.009029049,0.000930446,4.6491E-06,0.001105538,0.001223728,0
6.14E-05,1573.15,0.9680401,0.008580139,0.001469297,1.18469E-05,0.001771131,0.001212846,3.72168E-75
9.16E-05,1573.15,0.9670018,0.007977075,0.002200317,2.80388E-05,0.002706755,0.001185744,1.53075E-69
0.000136721,1573.15,0.965575,0.007192982,0.003145988,6.24261E-05,0.003985617,0.001157027,2.5219E-67
0.000203974,1573.15,0.9636637,0.006230282,0.004297156,0.000131587,0.005683482,0.001137873,1.44677E-64
0.000304304,1573.15,0.9611682,0.005137018,0.005588771,0.000262926,0.007871282,0.001147063,6.95549E-58
0.000453979,1573.15,0.9579667,0.004015892,0.006891765,0.000497423,0.01062653,0.001214441,1.2589E-53
0.000677267,1573.15,0.9538591,0.003007339,0.00803948,0.00089046,0.01407941,0.001381321,1.71023E-49
0.001010373,1573.15,0.9484607,0.002239385,0.008893312,0.001510964,0.01850444,0.001701789,3.61534E-44
0.00150731,1573.15,0.9410422,0.001769135,0.009414157,0.002442088,0.02446174,0.00224945,2.67852E-38
0.002248653,1573.15,0.9302789,0.001554901,0.009701787,0.003789768,0.0330233,0.003124004,2.58942E-32
0.003354606,1573.15,0.9138574,0.001488074,0.009984042,0.005716177,0.04612584,0.004440207,1.16596E-26
0.005004494,1573.15,0.8878797,0.001473659,0.01053972,0.008512769,0.06710131,0.006321262,2.98293E-21
0.007465837,1573.15,0.845556,0.001480337,0.01163517,0.01270365,0.101787,0.009015963,2.65511E-15
0.011137731,1573.15,0.7736932,0.001512064,0.01371595,0.01938038,0.1614134,0.013054076,2.70546E-07
0.016615552,1573.15,0.6644699,0.001075829,0.01460254,0.02984064,0.2566284,0.017101701,0.009071184
0.024787501,1573.15,0.5450829,0.000712666,0.01250077,0.0388707,0.3686913,0.018947014,0.048281345
0.036978617,1573.15,0.425628,0.000445674,0.01029272,0.04425288,0.4879876,0.017322366,0.132457257
0.055165624,1573.15,0.3193091,0.000266643,0.008450209,0.04657886,0.5989343,0.013420038,0.252131173
0.08229745,1573.15,0.2327173,0.000155723,0.007174824,0.04705843,0.6913045,0.009395043,0.377881385
0.122773379,1573.15,0.1669134,9.09936E-05,0.006344814,0.04626081,0.7626091,0.006227802,0.490338442
0.183156369,1573.15,0.1204081,5.54136E-05,0.005758534,0.04430594,0.8143092,0.004058382,0.581530998
0.273237204,1573.15,0.09017338,3.68201E-05,0.005250935,0.04124445,0.8497805,0.002697195,0.650945338
0.40762202,1573.15,0.0721794,2.71446E-05,0.004732696,0.03729906,0.8732361,0.001877069,0.702413397
0.608100607,1573.15,0.06222576,2.17333E-05,0.00419827,0.03295578,0.8886665,0.001374257,0.740755276
0.907179514,1573.15,0.05675987,1.83016E-05,0.0036927,0.02880896,0.8991644,0.001046468,0.769777554
1.353352815,1573.15,0.05340275,1.58614E-05,0.003256226,0.02524899,0.9067771,0.000818683,0.792145553
2.018965163,1573.15,0.0509392,1.40017E-05,0.002897281,0.02234487,0.9126908,0.000654357,0.80980282
3.011942105,1573.15,0.04887524,1.25259E-05,0.002603312,0.01998387,0.9175495,0.000533492,0.824180955
4.49328963,1573.15,0.04702347,1.13176E-05,0.002358163,0.01802738,0.9217107,0.000442539,0.836272844
6.703200454,1573.15,0.0453031,1.03008E-05,0.002149011,0.01636747,0.9253853,0.000372928,0.846736941
10,1573.15,0.04367334,9.42458E-06,0.001966871,0.0149293,0.9287045,0.000318464,0.856004087
