t[s],T[K],CH4,C2H6,C2H4,C2H2,H2,Others,carbon_yield[-]
0.007465837,2373.15,0.000695552,1.83323E-08,0.000189409,0.2169158,0.7460823,0.026641352,0.006272391
0.011137731,2373.15,0.000695421,1.83225E-08,0.000189284,0.2167023,0.7463262,0.026610666,0.007457625
0.016615552,2373.15,0.000695227,1.8308E-08,0.000189099,0.216386,0.7466876,0.026565144,0.009212031
0.024787501,2373.15,0.000694937,1.82865E-08,0.000188826,0.2159185,0.7472214,0.026498223,0.011802052
0.036978617,2373.15,0.000694507,1.82548E-08,0.000188422,0.215231,0.7480061,0.026400118,0.015606651
0.055165624,2373.15,0.000693868,1.8208E-08,0.00018783,0.2142266,0.7491516,0.026257712,0.021154442
0.08229745,2373.15,0.000692923,1.81397E-08,0.000186968,0.2127735,0.750807,0.026053556,0.029159386
0.122773379,2373.15,0.000691532,1.80406E-08,0.000185727,0.2106997,0.7531658,0.025765976,0.040539709
0.183156369,2373.15,0.000689499,1.78989E-08,0.000183968,0.2077955,0.7564618,0.0253707,0.056391654
0.273237204,2373.15,0.000686565,1.76998E-08,0.000181527,0.2038299,0.7609487,0.024844907,0.077878429
0.40762202,2373.15,0.000682402,1.74268E-08,0.00017823,0.1985862,0.7668583,0.024173516,0.106015436
0.608100607,2373.15,0.000676642,1.70639E-08,0.000173924,0.1919195,0.7743341,0.02335817,0.141348809
0.907179514,2373.15,0.000668923,1.6599E-08,0.000168515,0.1838065,0.7833765,0.022422278,0.183705313
1.353352815,2373.15,0.000658973,1.6028E-08,0.000162007,0.1743904,0.7937985,0.021410366,0.232015526
2.018965163,2373.15,0.000646684,1.5357E-08,0.00015451,0.1639569,0.8052592,0.020378418,0.284526742
3.011942105,2373.15,0.00063212,1.46006E-08,0.000146215,0.1528635,0.8173486,0.019379594,0.339240017
4.49328963,2373.15,0.00061551,1.37796E-08,0.000137362,0.1414811,0.8296549,0.018455217,0.394237549
6.703200454,2373.15,0.000597195,1.29176E-08,0.0001282,0.1301401,0.8418225,0.017630642,0.447942203
10,2373.15,0.00057756,1.20371E-08,0.000118959,0.1190988,0.8535828,0.016916104,0.499229208
